0,
1,
2,35.489999999999995
3,45.5
4,27.45
5,17.490000000000002
6,40.49
7,27.5
8,27.5
9,43.49
10,32.5
11,29.5
12,27.5
13,27.5
14,29.49
15,14.5
16,34.489999999999995
17,43.49
18,28.49
19,27.5
20,19.490000000000002
21,39.5
22,34.489999999999995
23,14.5
24,31.49
25,20.490000000000002
26,33.489999999999995
27,17.5
28,32.489999999999995
29,19.490000000000002
30,22.5
31,20.490000000000002
32,13.5
33,30.0
34,40.49
35,42.49
36,32.489999999999995
37,18.490000000000002
38,38.489999999999995
39,15.5
40,29.5
41,39.5
42,20.490000000000002
43,32.489999999999995
44,19.490000000000002
45,27.5
46,29.49
47,36.489999999999995
48,17.490000000000002
49,40.5
50,38.489999999999995
51,34.489999999999995
52,36.489999999999995
53,20.490000000000002
54,18.490000000000002
55,44.49
56,34.489999999999995
57,39.5
58,16.5
59,22.5
60,32.5
61,40.5
62,27.5
63,17.9
64,26.5
65,26.45
66,15.49
67,26.45
68,28.49
69,27.49
70,10.379999999999999
71,17.9
72,40.49
73,24.45
74,19.3
75,20.490000000000002
76,25.45
77,29.06
78,31.49
79,101.78
80,24.45
81,43.5
82,22.490000000000002
83,14.379999999999999
84,22.490000000000002
85,28.49
86,28.49
87,18.490000000000002
88,26.5
89,22.490000000000002
90,15.0
91,17.45
92,19.490000000000002
93,9.06
94,16.490000000000002
95,24.45
96,23.16
97,18.490000000000002
98,8.68
99,24.45
100,47.49
101,43.5
102,16.490000000000002
103,22.490000000000002
104,25.49
105,43.5
106,43.5
107,10.49
108,17.490000000000002
109,20.32
110,29.6
111,35.5
112,41.0
113,43.5
114,52.49
115,43.5
116,35.5
117,21.490000000000002
118,43.5
119,31.5
120,43.5
121,21.490000000000002
122,21.740000000000002
123,43.5
124,21.490000000000002
125,23.5
126,19.25
127,40.45
128,32.45
129,43.5
130,16.490000000000002
131,21.490000000000002
132,32.45
133,21.490000000000002
134,35.5
135,43.5
136,23.0
137,43.5
138,43.5
139,23.0
140,43.5
141,43.5
142,17.490000000000002
143,21.490000000000002
144,19.490000000000002
145,21.490000000000002
146,17.490000000000002
147,31.14
148,32.61
149,35.5
150,17.490000000000002
151,49.5
152,43.5
153,31.5
154,32.5
155,11.0
156,41.25
157,15.49
158,17.490000000000002
159,20.84
160,41.25
161,43.5
162,43.5
163,18.15
164,27.45
165,31.92
166,18.84
167,19.5
168,18.96
169,25.49
170,36.86
171,11.49
172,47.49
173,19.59
174,98.5
175,32.29
176,31.36
177,32.33
178,12.48
179,31.16
180,19.740000000000002
181,13.49
182,19.46
183,18.869999999999997
184,27.18
185,17.78
186,26.98
187,57.5
188,38.3
189,22.259999999999998
190,45.51
191,17.490000000000002
192,21.490000000000002
193,21.490000000000002
194,18.490000000000002
195,22.490000000000002
196,21.5
197,21.490000000000002
198,18.490000000000002
199,20.490000000000002
